@relation 'AT: winequality-binary-training-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute '0.509density-0.438alcohol+0.424residual sugar+0.404total sulfur dioxide+0.298free sulfur dioxide+0.212chlorides+0.172fixed acidity+0.149citric acid-0.14pH+0.042sulphates+0.005volatile acidity' numeric
@attribute '0.582fixed acidity-0.579pH+0.36 citric acid-0.291free sulfur dioxide-0.247total sulfur dioxide-0.209sulphates-0.063volatile acidity+0.05 alcohol-0.019density-0.017residual sugar-0.002chlorides' numeric
@attribute '-0.599volatile acidity+0.483citric acid+0.441sulphates+0.282free sulfur dioxide-0.201residual sugar+0.145pH-0.14chlorides+0.123total sulfur dioxide-0.113density+0.113fixed acidity+0.109alcohol' numeric
@attribute '-0.661chlorides-0.505sulphates+0.318free sulfur dioxide-0.283volatile acidity+0.267residual sugar-0.151citric acid+0.129alcohol-0.107pH+0.051total sulfur dioxide-0.051fixed acidity+0.013density' numeric
@attribute '0.625volatile acidity+0.379total sulfur dioxide+0.368alcohol+0.363free sulfur dioxide+0.206fixed acidity-0.204density+0.184sulphates-0.181chlorides-0.179pH-0.097residual sugar+0.081citric acid' numeric
@attribute '-0.563sulphates+0.54 chlorides+0.364free sulfur dioxide-0.289residual sugar-0.265density-0.183fixed acidity+0.163citric acid+0.152total sulfur dioxide-0.113volatile acidity-0.097pH+0.021alcohol' numeric
@attribute '0.703citric acid+0.439pH+0.291volatile acidity-0.277sulphates+0.209residual sugar-0.186free sulfur dioxide-0.182fixed acidity-0.118chlorides+0.113density+0.104alcohol-0.055total sulfur dioxide' numeric
@attribute '0.608fixed acidity+0.533pH-0.373residual sugar-0.272sulphates+0.223total sulfur dioxide-0.18citric acid-0.174alcohol-0.09chlorides+0.082density-0.075free sulfur dioxide+0.008volatile acidity' numeric
@attribute '0.629alcohol+0.448residual sugar+0.389chlorides+0.302fixed acidity+0.253pH-0.176citric acid-0.156total sulfur dioxide-0.141volatile acidity+0.121free sulfur dioxide+0.08 density-0sulphates' numeric
@attribute quality {'not good',good}

@data
1.771409,1.217502,0.680533,0.225593,-0.97271,-0.582276,0.48499,-0.1689,0.918998,good
-0.934218,1.08154,1.413462,-0.64266,-0.446928,0.723764,0.49573,0.665678,0.025551,good
-3.591533,-1.729475,0.967924,-0.95503,0.929719,-1.936856,-0.263836,-0.821753,0.976817,good
-0.209659,-1.040391,-0.427785,1.017543,0.606843,1.352938,-1.572924,0.734161,-0.487501,'not good'
0.496219,0.331353,-1.270788,0.009657,0.373178,-0.482217,0.060507,0.786974,-0.258432,'not good'
-3.020796,-0.470543,0.317855,0.894508,-0.168676,0.580236,0.944042,0.202781,0.227245,good
-1.276271,1.399885,-0.122902,0.007466,-0.749085,-0.900629,0.716955,0.026518,0.408374,'not good'
3.204795,-1.298004,1.660442,-0.005254,0.271638,-1.502593,-0.515129,-0.512218,0.737131,'not good'
-3.716505,-1.896755,-0.875488,0.481612,-0.374165,0.22561,1.186048,0.14186,0.188948,good
0.588112,0.133246,2.110696,-0.022717,0.766472,0.26784,-0.452694,-0.337555,0.231377,good
1.162167,1.774629,0.486424,-0.258011,-0.24656,0.082159,-0.983474,2.625542,-0.337238,'not good'
-0.452144,-0.730691,0.246609,0.306718,-0.481028,1.200415,-0.547783,0.327628,-0.478284,good
-1.359035,-0.604643,-1.158535,-2.48691,1.083752,-2.221763,0.489029,0.062949,-0.707635,'not good'
-1.895453,1.178219,-0.932769,0.977116,0.649897,0.725905,0.095016,0.059721,0.333258,good
1.000494,-1.270248,1.467702,-0.525871,-0.396199,0.658052,1.501225,1.05649,0.747933,good
1.08925,-1.067927,-0.59469,-0.140195,-2.02575,-0.634863,0.793906,0.69621,0.757619,'not good'
1.197048,-0.593719,0.952639,-0.08448,-0.42265,-0.094767,0.148148,0.463871,0.111584,good
-0.433422,1.23337,-1.252569,-0.155399,-0.359819,0.010593,-0.550224,0.989379,-1.057369,'not good'
0.888496,-0.252003,-0.934066,-0.248277,-2.150543,-1.334438,0.016955,-0.860483,0.439006,good
-2.430684,-0.043425,0.107346,-1.568525,-1.63472,-1.108129,0.292877,-0.695675,-0.477165,'not good'
1.732735,1.570831,1.574696,-0.631075,1.754812,0.123876,2.299489,-0.975914,-0.987038,good
-0.973317,2.140538,-0.010474,0.36219,0.070667,1.100993,-0.619222,-0.563658,-0.727909,good
-0.200501,-0.827886,1.111607,-0.25363,-1.168651,0.004144,0.827807,2.281112,0.772851,'not good'
1.395835,2.450557,0.182124,1.009759,0.824682,0.840117,-0.915476,1.0449,0.165826,good
-0.760684,0.714834,1.127264,-0.489991,0.485879,-1.000634,-0.608899,0.843282,-0.164828,good
3.992638,0.568512,-0.731319,0.925941,-0.45456,-0.903652,0.204648,-1.687007,0.126925,'not good'
0.997584,0.45533,0.849824,0.613134,-0.081137,-0.957203,-0.771063,-1.63722,0.603652,good
-1.828383,0.568814,0.171996,-0.011304,-1.446344,0.231102,0.093899,0.990167,0.267294,good
-2.161627,0.482625,-3.285023,0.561303,0.806879,0.290427,-1.055119,0.211232,-1.273243,'not good'
-3.365327,-1.693298,-3.050299,0.655768,1.875148,-0.178414,-0.321547,0.242591,-0.062392,good
-0.058235,0.765027,1.321216,-0.453667,-0.534911,0.054937,-0.291121,0.840435,-0.365326,good
-1.911072,1.085593,0.606165,1.078471,-0.193753,0.583784,-0.016294,0.051295,-0.490411,'not good'
2.789634,-0.833375,-1.167684,0.304941,1.773611,0.284389,-0.778887,-0.250368,-0.040065,'not good'
-0.487084,-0.381797,-0.030369,-0.760743,0.402679,-1.000249,0.108692,1.180744,0.352246,good
-3.455116,0.760708,0.588367,0.477499,-0.614553,0.429811,0.909986,0.195712,0.698779,good
-2.071279,-1.094916,1.157317,-0.149794,-1.398979,0.126839,-0.063312,0.655246,0.545905,good
-1.066315,0.065393,-0.005761,0.734802,-0.186085,0.133007,0.482958,0.506524,0.853618,good
-2.360253,-0.01897,-0.154325,0.911046,-0.562116,1.155075,-0.248112,-0.567006,-0.664548,good
3.035966,-0.561121,-1.240312,0.26011,0.189303,-0.516986,-0.432256,0.020615,0.087586,'not good'
0.091275,0.089781,-0.114293,0.959262,0.28317,0.314762,0.278884,0.253386,0.278353,good
-0.056252,1.400695,0.154226,-0.184153,-0.989337,1.408407,-0.531599,-0.23259,-1.097309,'not good'
-2.537514,1.349591,0.335365,1.885786,0.679,0.762577,-0.445958,-0.138808,0.58015,good
0.723883,0.723661,1.395076,0.487277,0.8605,0.206072,0.016166,-1.381061,-0.522604,good
-1.746262,0.643422,0.545444,0.154916,-1.270695,0.790237,1.479065,-0.391056,0.211015,good
-0.288564,-1.259475,-0.647458,0.662172,-1.789513,0.410615,-0.476886,-0.311781,-0.28327,good
1.441603,1.294425,-0.231307,1.891248,-0.085332,0.646207,-0.319856,0.127474,0.589479,good
1.075726,0.021499,-0.101299,0.056752,-0.906301,-0.216403,0.73444,-0.382721,-0.722984,good
-1.298471,-0.673804,0.77867,0.203126,-0.817748,0.332722,-0.440193,0.944488,0.470953,good
-1.214975,0.232006,-2.130554,0.156382,-0.376852,-0.014002,-0.635192,-0.023321,-0.32154,good
-2.125026,-1.629085,0.947221,0.266801,1.889717,-0.248646,0.1227,0.426672,0.856943,good
-1.418852,0.544832,-1.611073,-0.328363,0.738854,0.305094,0.447599,0.667004,0.132364,good
-0.657041,3.1756,0.1365,0.541058,-0.546414,0.691838,-0.657993,0.997338,-0.525344,good
0.037444,3.51249,1.791924,-1.352219,-0.418853,-0.951121,-0.283271,0.882542,0.019218,good
-0.754316,-0.513394,-1.660154,-0.153589,-0.461389,0.188057,-1.166996,0.993328,-0.613681,'not good'
1.463932,-0.961827,-1.127522,0.298209,1.112908,-0.648063,-0.272123,-0.511789,-0.107736,good
0.757517,-0.023709,0.380079,0.454924,0.207377,0.132193,-0.646732,-0.563625,0.102784,good
-1.02844,0.792342,1.181285,0.505391,1.642266,0.82567,2.2013,-0.712327,1.059836,good
0.861807,0.088525,-1.000761,-0.664451,-0.27947,0.326908,-0.51671,0.200145,0.065115,good
0.740521,-1.0151,0.426858,-0.134751,-0.605574,1.774826,0.768778,-0.950895,-0.895496,'not good'
2.101471,-1.057714,-1.272136,-3.759073,-1.050064,3.415942,-0.777875,-0.936606,1.51178,'not good'
1.568353,-1.353391,-0.529651,1.264225,-1.589492,0.496915,0.175588,0.033147,0.021068,good
-2.216859,-0.149887,-1.263252,-1.950444,2.054694,-0.132984,0.425676,-0.666545,1.292744,good
2.31111,-1.44045,-2.146634,-1.943817,0.483673,0.276553,0.572686,1.408245,0.590084,'not good'
-1.787956,-2.408608,-1.577531,0.988956,1.669909,1.587245,0.081011,-0.465735,-0.656287,good
-2.523107,0.824624,1.145283,-0.200734,0.078834,-0.596602,-0.826283,-0.867224,0.107935,good
-0.978759,-2.151752,1.676001,-1.117835,-0.939656,-0.581543,0.177838,0.997765,0.29784,good
1.69448,-1.020414,-0.218265,0.093208,1.236673,-0.81311,0.754397,-1.208341,-0.810069,'not good'
-1.139029,-1.023337,0.335652,0.105994,0.045619,-0.024477,0.07524,1.101221,0.155289,good
-2.715098,0.266531,-0.678962,-0.261456,2.189081,-0.555985,0.402115,-0.312175,-0.319994,good
-1.825146,2.312507,0.058752,0.495641,-0.213259,1.1313,-0.38213,-0.543171,0.221398,good
2.088184,0.560861,-0.449295,-0.237102,-1.421628,-0.532204,-0.751523,-0.698839,-0.184995,good
2.080173,-1.983059,1.068088,0.133919,2.94344,0.546089,-0.772948,-0.502657,-0.961852,'not good'
-0.550706,0.284512,-1.879843,-1.331358,-0.1222,-1.663819,0.166113,0.22611,-0.394895,'not good'
1.81705,0.179049,-0.567131,0.620487,-1.252467,-0.754649,-0.436561,-1.026451,0.037161,good
1.148508,0.700267,-1.417046,-0.460808,0.107721,0.173126,1.654771,-0.008691,-1.744196,good
-0.553206,-1.573709,0.544284,1.051366,-0.596461,1.771685,-0.450491,0.242965,-0.767499,good
-2.031534,0.498425,1.138137,-0.043046,0.307453,-0.257218,0.23802,0.146089,0.550879,good
-1.873851,-1.789811,0.916475,0.021516,-0.828605,-0.134525,2.106988,0.028455,-0.43993,good
1.865147,-0.274313,-0.383558,0.990246,-0.577216,-0.58706,-0.223397,0.663655,-0.246881,'not good'
-2.024258,-0.828495,0.530107,-0.181249,-0.705815,-0.065353,-0.592027,-0.404903,-0.07884,good
1.41936,-1.072952,-0.561229,-0.182905,-0.119416,-1.943122,-0.297759,-1.003401,1.079143,good
3.056288,1.853147,0.754751,0.557723,0.127808,0.328007,2.26278,-0.694851,-1.07433,'not good'
-1.584062,0.954949,-1.37196,0.497901,1.573184,0.501958,0.02726,-0.369128,-0.360366,good
2.549301,-1.52058,2.67831,0.214693,0.542917,-0.818915,-0.622541,-0.969737,0.767342,good
-0.097416,2.148485,-0.20702,-1.071008,0.18483,-0.9495,0.613647,1.782632,-0.480043,good
2.126106,-1.19777,0.747293,0.363505,0.070383,0.032219,0.736925,-0.62615,-0.33093,good
2.461075,-1.073806,-0.190935,0.47131,-0.030074,-0.231861,0.280421,-0.48143,0.495547,good
0.253171,-1.341783,-0.552145,-0.204572,0.947318,0.617413,-1.06202,0.333504,-1.100002,'not good'
2.234364,-0.065873,0.678085,0.770185,0.479702,-0.44613,-0.884061,0.341996,0.087246,good
0.49031,1.167572,-0.020542,-0.841394,-1.220866,-0.742708,-0.821235,-0.935081,-0.358758,'not good'
-0.950732,0.396193,0.356448,-0.200433,-0.406608,-0.614413,-0.252902,-0.253148,0.234662,good
3.111507,0.980912,-0.91793,0.818139,-0.52249,-0.933701,0.313669,-1.405555,-0.148606,'not good'
3.481872,-0.80111,0.136883,0.154782,1.319329,-1.107059,-1.202013,-0.566711,0.474603,'not good'
2.617294,1.033154,0.765077,0.11824,-0.579008,2.448595,-0.180553,-1.389519,-0.650868,good
2.555377,-0.319296,-0.581745,0.061481,0.945052,-0.786303,-0.797177,-0.893069,-0.146062,good
0.040272,1.500847,1.046893,-2.261698,-0.005285,0.417831,1.871926,-0.727152,-1.924517,'not good'
-1.353307,-0.722921,0.490014,0.015005,0.793179,-0.884297,0.438336,0.246069,1.007098,good
0.025318,-0.92253,0.181359,0.039465,-0.804158,0.920779,-0.613482,1.226594,-0.759473,good
0.17954,-1.337654,1.342045,-0.710399,0.231556,0.903484,-0.059157,0.861823,-0.277392,good
-0.130892,-0.971656,0.354085,-0.989168,0.930884,0.019991,-0.604651,0.742263,-0.514072,'not good'
-0.948651,-0.355103,0.747677,-0.309769,-0.05528,1.078033,-0.163565,1.220072,0.801564,good
-0.232286,-0.849231,-0.540301,-0.011917,-0.769806,-1.052026,1.012635,-0.447024,0.100139,good
-0.093578,2.500744,0.536868,1.198995,0.630673,0.786109,0.490924,0.233791,0.962303,good
-2.853499,0.409866,-0.979383,-1.060564,1.486169,-0.45734,0.835429,-0.52727,1.024195,good
2.453242,-1.022293,1.081361,0.444431,0.540624,1.436014,0.436301,-0.352105,-1.168425,'not good'
-0.115359,1.125242,-0.528547,1.34818,-0.432293,1.133604,0.17343,-1.056186,-0.033634,good
-2.07361,-1.988852,0.712512,-0.904147,-2.252667,-0.768209,0.45179,1.189584,0.342299,good
2.597081,-0.834146,1.334099,0.250602,0.427855,0.252337,0.580545,-0.671388,-0.524493,'not good'
0.570857,0.262697,0.001957,-0.043794,0.458493,0.455483,-0.720833,0.388839,0.049526,good
-2.765192,1.903845,-0.68137,0.374783,1.423428,-1.460383,-1.083859,-1.861894,0.180612,good
-1.570925,-0.247039,0.507705,0.608991,-0.836832,1.374709,0.289542,0.492457,-0.083141,good
-3.198121,0.594084,-0.78084,-0.041826,0.677245,-0.01389,-0.016369,-0.977325,0.223694,good
-0.897416,-1.391072,-0.243101,-1.358388,-0.50124,-0.921718,-0.920921,-0.655902,-0.93119,'not good'
-0.106955,-0.670219,-1.150071,-0.649805,-0.835903,-0.142546,-0.57486,-0.711216,-1.07398,'not good'
-2.078028,0.5585,1.313834,0.585277,-0.279772,0.214499,-1.408084,-1.148985,-0.253553,good
0.900377,1.068552,-1.063702,0.346327,-0.739611,-0.504806,-0.961998,-1.547771,-0.29565,good
-1.706323,1.877072,-0.86478,-0.28364,-0.325376,-0.977345,-0.817478,0.814819,-0.284291,'not good'
-0.108772,1.266302,1.673016,1.111144,0.771006,1.584318,-0.611551,0.207071,-0.526561,good
1.13556,-0.617677,-0.211822,1.695514,-0.481935,0.299716,0.341085,-0.554249,0.89205,'not good'
0.409767,0.668036,-0.416166,-4.149074,-0.325948,2.484748,-0.081138,-0.942941,0.503334,good
2.13263,-1.3874,-0.262804,-0.896785,0.613346,-0.149214,0.582216,0.402143,-0.250817,'not good'
-1.139157,0.662188,-0.251559,0.599463,0.467264,0.80983,-0.119272,1.163266,0.70785,'not good'
0.072983,0.095313,-0.069525,1.36539,0.155265,0.359503,0.574287,0.143875,0.636402,good
1.391409,-0.848392,-0.240424,-1.20544,-0.101858,-0.495344,1.466496,-0.246552,-0.248988,good
-1.460093,4.50678,0.378416,0.539263,-1.734148,-0.095653,-0.116732,0.703207,-0.693764,'not good'
-0.227818,-2.814212,-2.725381,-0.91957,1.167248,-0.934785,-0.143692,-0.154049,-0.70928,good
1.974769,-0.004433,-0.306791,-2.925391,-0.936533,4.890209,-0.978687,-0.270415,1.259777,good
-1.017881,-0.491862,1.552184,0.536831,-0.464957,0.42059,-1.207161,-0.171674,-0.469449,good
0.324309,-0.147442,-2.951046,-3.382233,0.77082,0.435071,-1.730807,0.469083,-0.280411,'not good'
-0.124042,1.071948,-0.585661,-0.053687,-0.343148,1.004879,-0.754091,0.726519,-0.218881,'not good'
-0.039007,-0.739799,-1.117225,0.152452,-0.657796,-0.752155,0.33074,-0.032523,0.184905,good
1.82539,0.968859,0.541289,0.949418,-0.06419,0.840792,-0.083539,-1.923413,-1.093587,good
-1.063416,-0.832838,0.379754,-1.038098,-0.943163,-0.764734,-0.346031,0.733574,-0.475928,good
-0.709299,-1.746388,-0.29394,0.528248,-2.072597,0.306749,0.328882,0.311718,-0.588255,good
3.103753,-0.350668,0.29335,0.639096,-0.210973,-0.046601,-0.695489,0.50778,0.148518,good
-2.766538,-0.25406,0.431023,-0.413076,0.420924,-0.311875,0.694567,-1.456528,0.644142,good
-0.718317,-3.456282,-1.266756,0.189258,-0.209358,-1.181403,-1.104036,-0.363748,-0.777181,good
0.938882,1.00687,0.831202,-0.00789,-0.460517,0.281814,-0.603118,-0.344662,0.221606,good
-1.547274,1.905368,0.133446,0.487293,-1.038889,0.047499,-0.434263,0.880862,-0.209394,good
-1.179142,0.453551,0.535301,0.402456,-0.50523,0.751293,-0.942622,-0.392701,-0.711322,good
3.827202,0.254434,-0.651796,1.060956,0.206427,-1.099238,-0.772189,0.170158,0.783435,good
-1.771542,2.148691,-1.346471,0.91655,1.757004,0.261999,-0.110049,0.438032,0.748744,good
-1.815179,0.135787,-1.340681,0.091672,1.450174,0.03104,0.31442,-0.426294,0.555369,good
2.329329,-0.767419,0.542728,-0.108889,0.531468,0.900387,0.029747,-0.361452,-1.233196,good
-0.51629,-1.745661,-0.001022,0.835938,-0.1183,0.427561,0.429058,-0.080569,-0.006455,good
1.020317,-1.190827,1.208898,-1.15274,-0.384866,-2.15238,0.559235,0.592743,0.656302,good
0.852601,-0.092488,-0.125348,-0.144189,-0.244349,-0.917364,-1.322961,1.048673,0.268355,good
2.082673,0.999269,-0.75973,1.055098,-1.650838,-0.138832,-0.748249,-0.618756,0.011564,good
0.193935,0.619098,1.579561,-0.756928,0.557614,-0.640101,-0.31854,0.542995,-0.592849,'not good'
1.24686,0.011483,-0.84957,-0.595425,0.333776,-0.236141,0.458431,-0.074016,-0.500495,'not good'
-0.608882,0.117258,-0.473247,0.353969,-2.393568,0.433156,0.092317,-0.008589,0.414744,good
1.147414,0.207151,-1.38704,-2.295505,-1.09282,1.677075,-1.224581,-0.545231,0.837588,'not good'
3.504933,0.176198,-0.030304,0.420188,0.487792,-1.036621,-1.268848,0.57068,-0.246463,good
-1.994562,-0.121971,0.563688,-0.610372,-1.607938,0.013998,0.345016,-0.862054,-0.895779,good
3.062898,0.095566,0.043944,0.686086,-0.205177,0.451188,-0.116845,-0.158997,0.148343,good
1.744898,-0.724174,0.523615,0.556158,0.821539,0.584525,-0.255811,0.214251,-0.60645,good
-0.110914,1.220469,2.057495,0.978998,0.371163,0.663966,-0.542236,-1.510629,-0.847275,good
-0.275348,1.29421,-3.330502,-0.139863,0.125651,0.09506,-1.351194,-0.260446,-1.226959,'not good'
1.005136,-1.06457,0.848828,-0.84063,-0.002938,-0.538991,-0.765111,-0.312805,-0.866139,good
-1.888609,1.554852,0.059934,0.293236,-0.00708,0.758117,0.022203,-0.34749,-0.507267,good
1.486852,-0.517335,-0.486593,0.824437,-0.171944,0.113075,-1.126995,0.730427,-0.181741,'not good'
0.955029,3.707204,-2.432333,-2.043424,1.187772,0.21425,-1.993111,1.270125,0.050093,good
0.085419,1.011401,-3.8461,-1.192729,2.500141,-0.353451,0.190685,1.16177,-0.880663,'not good'
-1.779002,0.071139,-0.299698,1.365992,-0.41001,-0.334134,1.169758,0.252444,1.126182,good
1.61474,2.568292,1.523718,-1.033584,0.592094,-1.289419,-0.230749,2.746542,0.160891,'not good'
2.789634,-0.833375,-1.167684,0.304941,1.773611,0.284389,-0.778887,-0.250368,-0.040065,'not good'
3.974486,-0.051772,2.09241,-0.799203,0.15622,-1.98892,-0.4391,0.754848,1.02504,good
2.64184,1.27555,-0.460358,0.662702,-1.207451,-0.115756,-1.131492,-0.502076,-0.174859,good
-1.513938,-1.825911,-0.765287,0.931722,0.397636,0.341836,0.987155,-0.350317,-0.044991,good
1.67276,-0.72332,0.762086,0.545822,0.274229,0.429145,-0.174784,0.218576,-0.491781,good
0.959311,-1.003152,-0.280755,0.417714,-0.352128,0.272662,-1.024527,0.180201,-0.263872,'not good'
-1.229831,0.5174,-0.279128,-1.393173,-0.267542,0.247751,0.122478,0.365453,-0.133247,'not good'
1.131974,-0.821347,2.15049,-0.5812,0.879252,-0.029965,0.498146,-1.189829,-0.457833,'not good'
1.708562,-0.565402,0.904752,0.486319,0.097562,0.558347,0.211561,0.292732,-0.580486,good
0.547988,0.286905,0.736525,0.035859,-0.507477,1.284537,-0.824348,0.145288,-1.092415,'not good'
-2.157818,-0.366155,0.383838,-0.157132,0.834389,-0.370302,-0.464313,-0.789925,0.734745,good
-0.342816,-0.276059,0.242669,0.129033,-0.158897,-0.320814,0.044118,-0.060615,0.33532,good
-0.748307,4.885954,0.338269,-0.704578,-0.704976,-1.738168,-0.443318,0.247943,-0.162292,good
1.282914,0.263505,-1.26942,2.026616,0.498203,-0.503045,0.25278,-1.322722,1.923993,good
2.601851,-1.095435,1.780202,-0.666014,-0.835753,-1.992698,0.026327,-0.302643,0.58444,good
1.549666,0.321762,0.031792,-0.044655,-0.187853,-0.384434,-0.468839,-0.534682,0.674242,good
2.159469,-0.097386,-1.791277,-0.232857,0.260564,-1.184678,0.060663,0.418462,0.615857,'not good'
-2.400838,-2.464647,-2.105017,0.332512,-0.591601,0.217344,0.276129,0.918071,-0.401323,good
-0.147788,2.109665,1.039126,-0.301509,-0.899536,0.724995,0.117169,1.014187,0.202436,good
0.830518,-1.24018,0.674478,-0.574057,0.434754,-0.821668,-1.00864,-0.158783,-0.879664,good
0.286935,0.497823,0.387398,-1.23368,-1.10565,-0.327439,0.900648,1.288418,0.374053,good
-1.863585,1.920826,1.251839,-0.645631,0.048128,-0.745217,-0.861679,-0.005482,0.470186,good
-0.93402,1.279488,0.480152,-0.558158,0.352907,0.174758,-0.610728,-0.168138,-0.105128,good
-2.745644,0.434896,0.382423,0.918387,0.043847,0.828833,0.647505,0.021537,0.061991,good
2.148076,0.181971,0.199069,-0.023522,1.111916,-0.271333,-0.122437,0.638225,-0.848311,good
2.07141,-3.084213,-0.527394,-1.642813,0.355704,-0.315706,-0.435737,0.712355,0.568291,'not good'
-0.452144,-0.730691,0.246609,0.306718,-0.481028,1.200415,-0.547783,0.327628,-0.478284,good
3.202394,0.454611,0.32223,-0.76244,-0.453062,-1.30792,0.895317,0.668133,0.664087,'not good'
-0.950732,0.396193,0.356448,-0.200433,-0.406608,-0.614413,-0.252902,-0.253148,0.234662,good
0.990756,1.05544,0.005929,0.458689,-0.560449,-0.887617,-0.285321,0.178844,-0.121305,good
1.791382,-1.150525,1.027305,0.33563,0.653796,0.677929,0.120856,-0.194701,-0.781499,good
-0.901106,-0.764594,2.53734,-0.707166,0.020983,0.304343,-0.518177,-0.530724,0.04011,good
-2.322857,0.899665,0.193221,0.637186,0.193173,0.522866,0.390618,0.158942,0.501227,good
1.9709,-0.537572,0.551679,0.655962,0.860886,1.130379,0.079537,-0.253127,-1.087654,good
1.530583,-1.304273,-0.981937,0.877232,-1.917378,-0.907043,0.056863,-1.035548,0.283696,good
1.632751,0.94292,-0.416578,-0.049573,0.087652,0.545495,1.311201,-0.55204,-0.68849,'not good'
1.841125,0.014223,-0.017,0.490142,0.044007,0.341907,-0.630981,0.642185,-0.503167,good
0.89681,0.515601,-0.455063,-0.228282,-0.112068,0.322825,0.826116,0.041306,-0.783775,'not good'
-0.71389,-1.039564,0.116805,0.204512,-2.453808,-0.370479,0.03508,0.194248,-0.597552,good
0.132403,1.935225,-0.65287,0.416342,-0.598052,-1.263248,0.546038,-0.732478,0.26289,'not good'
-1.834525,0.392494,0.662533,0.30902,0.373378,0.453087,0.567174,0.53413,0.431429,good
0.197641,-0.508253,-0.058884,-0.189922,-2.193263,-0.576157,0.471615,0.007956,0.251464,good
2.18548,-0.023759,-0.803955,0.965824,0.514831,0.436605,-1.036764,0.672319,0.028701,good
2.863398,-0.910648,-0.443846,0.848455,0.002973,-0.363133,-0.425485,-0.309244,0.384788,'not good'
-1.592448,-1.242512,1.315454,-0.474786,0.263055,-0.546107,-0.177572,-0.149005,0.440029,good
-1.02107,-1.452775,0.527163,0.019242,0.727741,0.454466,-0.40895,-0.477235,0.276269,good
1.990772,0.182001,-0.121113,-0.090449,-0.3624,-0.505587,2.018698,-1.547945,-0.613598,'not good'
-3.168283,-0.745692,-1.176317,0.380474,-0.772339,-0.074638,-0.176959,0.156154,-0.331092,good
-1.716555,0.579108,0.045706,-0.051657,-0.008435,-0.479359,-0.166419,0.474237,-0.219726,'not good'
1.880812,-0.636768,0.858459,-0.318109,0.369777,0.784383,0.8116,-0.491285,-0.870786,'not good'
2.646087,1.037922,1.940543,-2.362847,0.823715,-0.7129,1.189704,-2.154656,-0.715674,'not good'
-2.212638,-1.222422,2.580766,-0.576274,-0.231703,0.212113,1.982624,-0.328096,-0.168444,good
0.430384,-0.936587,-0.142515,0.137883,0.321401,0.385299,-0.960418,-0.264218,-0.16094,'not good'
2.444574,0.398597,0.065024,-0.351143,-0.465211,-0.478233,2.571418,-1.469522,-1.03351,good
-1.182602,-0.563434,0.150737,1.605359,1.02476,1.48102,0.058919,-0.267299,-0.261843,good
1.274259,1.933212,1.040883,-1.24321,0.422329,-0.390417,-0.364319,1.45715,0.083641,'not good'
-3.491162,-4.481744,-2.245943,-2.773814,3.792856,-2.795134,0.09179,-1.113736,0.635247,good
3.218392,-0.11108,0.616359,-0.231357,0.61839,-1.243949,0.232308,0.214783,0.080346,'not good'
2.166725,-1.095648,-2.131703,-0.360859,1.772165,0.243709,0.385265,0.40786,-0.131039,'not good'
1.695379,-0.398497,0.782082,0.169621,0.224913,0.312528,0.369383,0.029512,-0.532224,'not good'
-1.344844,0.947803,0.687893,-0.043594,-0.344173,-0.463979,-0.439283,-0.202158,-0.194362,good
0.155495,0.430057,1.028649,-2.336583,-0.915095,-1.465826,-0.6557,-0.709644,0.124121,'not good'
-1.059897,-0.745355,0.012939,0.322561,-0.449729,0.010256,-0.697013,-0.07171,-0.096313,good
-3.417211,-0.04153,-0.176335,0.806216,-0.600725,0.988596,0.295787,-0.533062,0.336024,good
-0.462454,-0.685723,1.936386,-0.650063,0.069889,0.75973,0.618897,-1.436538,-1.869623,'not good'
-1.466125,0.050325,0.670203,0.099421,-0.274923,-0.202662,-0.347282,0.941885,0.08326,good
1.194052,-1.394487,-0.30508,0.461135,-0.11657,0.327635,-0.752958,0.219537,-0.178755,'not good'
-1.422222,0.095036,0.156929,-0.185815,1.293064,-1.292558,0.002814,-1.304769,0.965904,good
-0.30591,-1.375424,2.221662,-1.335585,-1.69126,-1.452799,-0.378334,-0.158632,0.073685,good
-1.35835,0.800618,0.173384,-0.19676,-0.235383,0.402238,-0.541842,-0.013765,-0.107681,good
-3.150019,-2.627513,-0.147702,-1.035033,2.076312,-1.593849,-0.262447,-0.85869,0.437442,good
1.240888,-0.994228,-0.45142,0.263497,-1.041517,-0.191307,0.3711,0.24631,0.129261,'not good'
2.507682,0.231678,-0.11994,-0.146251,0.009377,-1.727965,-0.367581,-0.684296,1.045111,'not good'
2.444574,0.398597,0.065024,-0.351143,-0.465211,-0.478233,2.571418,-1.469522,-1.03351,good
-1.221462,-0.940346,-2.782225,-0.051634,1.926282,-1.059978,-0.285755,0.729202,0.793198,good
-0.110928,-1.504139,0.97739,0.160195,-1.436333,0.72838,0.203369,1.096195,0.804941,good
-2.177697,-1.433073,-3.075689,-1.628016,0.416349,-0.837797,0.590927,0.72457,-0.391858,'not good'
0.245511,-0.585176,0.244664,-0.113263,-2.165677,0.585122,0.413914,1.282984,-0.033613,good
-1.045111,-0.632437,1.60487,0.085366,1.063278,0.275311,-0.142812,0.624359,0.736636,good
-2.236035,0.391044,-0.780575,0.750457,0.689585,0.49369,0.04817,0.842645,0.160148,good
